"number","created_by","created_at","state","commits","merged_by","merged_at"
"1456","jcrist","2016-08-09 23:17:51","closed","1","jcrist","2016-08-10 03:26:43"
"1455","jcrist","2016-08-09 18:02:28","closed","1","jcrist","2016-08-09 22:29:21"
"1454","martindurant","2016-08-09 17:27:13","closed","4","mrocklin","2016-08-11 14:05:48"
"1453","martindurant","2016-08-09 16:17:02","closed","21","",""
"1450","nirizr","2016-08-07 22:51:14","closed","1","mrocklin","2016-08-08 19:55:54"
"1449","nirizr","2016-08-07 22:21:53","closed","1","mrocklin","2016-08-08 01:25:43"
"1447","mrocklin","2016-08-05 19:03:04","closed","3","mrocklin","2016-08-08 19:56:52"
"1446","postelrich","2016-08-05 15:55:12","closed","21","mrocklin","2016-08-17 19:43:55"
"1444","mrocklin","2016-08-05 11:14:10","closed","2","mrocklin","2016-08-06 14:15:22"
"1442","rolando","2016-08-04 22:58:32","closed","2","mrocklin","2016-08-05 10:55:01"
"1441","nirizr","2016-08-03 22:14:16","closed","1","jcrist","2016-08-05 15:18:46"
"1440","postelrich","2016-08-03 16:50:35","closed","2","jcrist","2016-08-03 17:19:03"
"1436","ankravch","2016-08-02 16:20:44","open","1","",""
"1433","jcrist","2016-08-01 22:37:51","closed","1","mrocklin","2016-08-02 11:38:49"
"1431","isms","2016-07-31 00:02:12","closed","0","mrocklin","2016-07-31 03:18:17"
